"species","sex","site","date","year","dataset","lat","lon","effort","ab","doy"
"Lasioglossum prasinogaster","F","Almont",2015-04-29,2015,"rmbl",38.65622,-106.86203,5.75,20,119
"Lasioglossum sedi","F","Almont",2015-04-29,2015,"rmbl",38.65622,-106.86203,5.75,7,119
"Lasioglossum pacatum","F","Almont",2015-04-29,2015,"rmbl",38.65622,-106.86203,5.75,1,119
"Melecta pacifica","F","Almont",2015-04-29,2015,"rmbl",38.65622,-106.86203,5.75,1,119
"Halictus virgatellus","F","Almont",2015-04-29,2015,"rmbl",38.65622,-106.86203,5.75,1,119
"Agapostemon texanus","F","Almont",2015-04-29,2015,"rmbl",38.65622,-106.86203,5.75,3,119
"Osmia kincaidii","M","Almont",2015-04-29,2015,"rmbl",38.65622,-106.86203,5.75,1,119
"Lasioglossum ruidosense","F","Almont",2015-04-29,2015,"rmbl",38.65622,-106.86203,5.75,1,119
"Andrena lawrencei","F","Almont",2015-05-11,2015,"rmbl",38.65622,-106.86203,6,12,131
"Osmia californica","F","Almont",2015-05-11,2015,"rmbl",38.65622,-106.86203,6,1,131
"Osmia californica","M","Almont",2015-05-11,2015,"rmbl",38.65622,-106.86203,6,7,131
"Stelis callura","F","Almont",2015-05-11,2015,"rmbl",38.65622,-106.86203,6,1,131
"Agapostemon texanus","F","Almont",2015-05-11,2015,"rmbl",38.65622,-106.86203,6,3,131
"Lasioglossum trizonatum","F","Almont",2015-05-11,2015,"rmbl",38.65622,-106.86203,6,46,131
"Halictus rubicundus","F","Almont",2015-05-11,2015,"rmbl",38.65622,-106.86203,6,1,131
"Lasioglossum sedi","F","Almont",2015-05-11,2015,"rmbl",38.65622,-106.86203,6,24,131
"Lasioglossum inconditum","F","Almont",2015-05-11,2015,"rmbl",38.65622,-106.86203,6,1,131
"Lasioglossum ruidosense","F","Almont",2015-05-11,2015,"rmbl",38.65622,-106.86203,6,2,131
"Halictus tripartitus","F","Almont",2015-05-11,2015,"rmbl",38.65622,-106.86203,6,3,131
"Lasioglossum prasinogaster","F","Almont",2015-05-11,2015,"rmbl",38.65622,-106.86203,6,29,131
"Eucera fulvitarsis","F","Almont",2015-05-11,2015,"rmbl",38.65622,-106.86203,6,4,131
"Lasioglossum pacatum","F","Almont",2015-05-11,2015,"rmbl",38.65622,-106.86203,6,1,131
"Andrena lawrencei","M","Almont",2015-05-11,2015,"rmbl",38.65622,-106.86203,6,1,131
"Lasioglossum cooleyi","F","Almont",2015-05-11,2015,"rmbl",38.65622,-106.86203,6,1,131
"Halictus confusus","F","Almont",2015-05-11,2015,"rmbl",38.65622,-106.86203,6,1,131
"Lasioglossum abundipunctum","F","Almont",2015-05-11,2015,"rmbl",38.65622,-106.86203,6,1,131
"Lasioglossum trizonatum","F","Almont",2015-05-27,2015,"rmbl",38.65622,-106.86203,6.05,7,147
"Osmia californica","M","Almont",2015-05-27,2015,"rmbl",38.65622,-106.86203,6.05,1,147
"Andrena lawrencei","F","Almont",2015-05-27,2015,"rmbl",38.65622,-106.86203,6.05,1,147
"Lasioglossum sedi","F","Almont",2015-05-27,2015,"rmbl",38.65622,-106.86203,6.05,3,147
"Lasioglossum prasinogaster","F","Almont",2015-05-27,2015,"rmbl",38.65622,-106.86203,6.05,3,147
"Osmia trevoris","M","Almont",2015-05-27,2015,"rmbl",38.65622,-106.86203,6.05,1,147
"Andrena lawrencei","F","Almont",2015-06-08,2015,"rmbl",38.65622,-106.86203,8.05,5,159
"Osmia dustromaritima","F","Almont",2015-06-08,2015,"rmbl",38.65622,-106.86203,8.05,1,159
"Agapostemon texanus","F","Almont",2015-06-08,2015,"rmbl",38.65622,-106.86203,8.05,4,159
"Lasioglossum trizonatum","F","Almont",2015-06-08,2015,"rmbl",38.65622,-106.86203,8.05,11,159
"Andrena medionitens","F","Almont",2015-06-08,2015,"rmbl",38.65622,-106.86203,8.05,1,159
"Ceratina neomexicana","F","Almont",2015-06-08,2015,"rmbl",38.65622,-106.86203,8.05,1,159
"Halictus tripartitus","F","Almont",2015-06-08,2015,"rmbl",38.65622,-106.86203,8.05,10,159
"Lasioglossum prasinogaster","F","Almont",2015-06-08,2015,"rmbl",38.65622,-106.86203,8.05,13,159
"Lasioglossum sedi","F","Almont",2015-06-08,2015,"rmbl",38.65622,-106.86203,8.05,6,159
"Lasioglossum abundipunctum","F","Almont",2015-06-08,2015,"rmbl",38.65622,-106.86203,8.05,3,159
"Ceratina nanula","F","Almont",2015-06-08,2015,"rmbl",38.65622,-106.86203,8.05,2,159
"Ceratina nanula","M","Almont",2015-06-08,2015,"rmbl",38.65622,-106.86203,8.05,2,159
"Eucera fulvitarsis","F","Almont",2015-06-08,2015,"rmbl",38.65622,-106.86203,8.05,1,159
"Osmia vandykei","F","Almont",2015-06-08,2015,"rmbl",38.65622,-106.86203,8.05,1,159
"Hylaeus modestus","","Almont",2015-06-08,2015,"rmbl",38.65622,-106.86203,8.05,1,159
"Andrena montrosensis","F","Almont",2015-06-25,2015,"rmbl",38.65622,-106.86203,9.03333333333333,1,176
"Lasioglossum egregium","F","Almont",2015-06-25,2015,"rmbl",38.65622,-106.86203,9.03333333333333,1,176
"Lasioglossum sisymbrii","F","Almont",2015-06-25,2015,"rmbl",38.65622,-106.86203,9.03333333333333,3,176
"Agapostemon texanus","F","Almont",2015-06-25,2015,"rmbl",38.65622,-106.86203,9.03333333333333,3,176
"Lasioglossum trizonatum","F","Almont",2015-06-25,2015,"rmbl",38.65622,-106.86203,9.03333333333333,2,176
"Lasioglossum prasinogaster","F","Almont",2015-06-25,2015,"rmbl",38.65622,-106.86203,9.03333333333333,24,176
"Lasioglossum sedi","F","Almont",2015-06-25,2015,"rmbl",38.65622,-106.86203,9.03333333333333,9,176
"Osmia torchioi","M","Almont",2015-06-25,2015,"rmbl",38.65622,-106.86203,9.03333333333333,1,176
"Lasioglossum abundipunctum","F","Almont",2015-06-25,2015,"rmbl",38.65622,-106.86203,9.03333333333333,3,176
"Lasioglossum semicaeruleum","F","Almont",2015-06-25,2015,"rmbl",38.65622,-106.86203,9.03333333333333,7,176
"Ceratina nanula","F","Almont",2015-06-25,2015,"rmbl",38.65622,-106.86203,9.03333333333333,3,176
"Melissodes tristis","F","Almont",2015-06-25,2015,"rmbl",38.65622,-106.86203,9.03333333333333,3,176
"Lasioglossum ruidosense","F","Almont",2015-06-25,2015,"rmbl",38.65622,-106.86203,9.03333333333333,1,176
"Halictus tripartitus","F","Almont",2015-06-25,2015,"rmbl",38.65622,-106.86203,9.03333333333333,1,176
"Megachile mellitarsis","F","Almont",2015-06-25,2015,"rmbl",38.65622,-106.86203,9.03333333333333,1,176
"Osmia brevis","F","Almont",2015-06-25,2015,"rmbl",38.65622,-106.86203,9.03333333333333,1,176
"Agapostemon texanus","F","Almont",2015-07-06,2015,"rmbl",38.65622,-106.86203,4.68333333333333,2,187
"Lasioglossum sisymbrii","F","Almont",2015-07-06,2015,"rmbl",38.65622,-106.86203,4.68333333333333,2,187
"Calliopsis coloradensis","F","Almont",2015-07-06,2015,"rmbl",38.65622,-106.86203,4.68333333333333,1,187
"Halictus virgatellus","F","Almont",2015-07-06,2015,"rmbl",38.65622,-106.86203,4.68333333333333,1,187
"Lasioglossum prasinogaster","F","Almont",2015-07-06,2015,"rmbl",38.65622,-106.86203,4.68333333333333,27,187
"Halictus tripartitus","F","Almont",2015-07-06,2015,"rmbl",38.65622,-106.86203,4.68333333333333,2,187
"Lasioglossum sedi","F","Almont",2015-07-06,2015,"rmbl",38.65622,-106.86203,4.68333333333333,12,187
"Lasioglossum prasinogaster","M","Almont",2015-07-06,2015,"rmbl",38.65622,-106.86203,4.68333333333333,12,187
"Lasioglossum semicaeruleum","F","Almont",2015-07-06,2015,"rmbl",38.65622,-106.86203,4.68333333333333,4,187
"Lasioglossum egregium","F","Almont",2015-07-06,2015,"rmbl",38.65622,-106.86203,4.68333333333333,1,187
"Hoplitis truncata","M","Almont",2015-07-06,2015,"rmbl",38.65622,-106.86203,4.68333333333333,1,187
"Diadasia diminuta","F","Almont",2015-07-06,2015,"rmbl",38.65622,-106.86203,4.68333333333333,1,187
"Lasioglossum sisymbrii","M","Almont",2015-07-06,2015,"rmbl",38.65622,-106.86203,4.68333333333333,1,187
"Lasioglossum occidentale","F","Almont",2015-07-06,2015,"rmbl",38.65622,-106.86203,4.68333333333333,2,187
"Stelis callura","F","Almont",2015-07-06,2015,"rmbl",38.65622,-106.86203,4.68333333333333,1,187
"Dianthidium heterulkei","F","Almont",2015-07-06,2015,"rmbl",38.65622,-106.86203,4.68333333333333,1,187
"Lasioglossum occidentale","M","Almont",2015-07-06,2015,"rmbl",38.65622,-106.86203,4.68333333333333,1,187
"Lasioglossum ruidosense","F","Almont",2015-07-06,2015,"rmbl",38.65622,-106.86203,4.68333333333333,1,187
"Ceratina nanula","F","Almont",2015-07-06,2015,"rmbl",38.65622,-106.86203,4.68333333333333,1,187
"Lasioglossum sisymbrii","F","Almont",2015-07-24,2015,"rmbl",38.65622,-106.86203,4.8,1,205
"Lasioglossum sedi","M","Almont",2015-07-24,2015,"rmbl",38.65622,-106.86203,4.8,2,205
"Lasioglossum prasinogaster","M","Almont",2015-07-24,2015,"rmbl",38.65622,-106.86203,4.8,5,205
"Lasioglossum knereri","M","Almont",2015-07-24,2015,"rmbl",38.65622,-106.86203,4.8,1,205
"Lasioglossum prasinogaster","F","Almont",2015-07-24,2015,"rmbl",38.65622,-106.86203,4.8,6,205
"Lasioglossum ruidosense","F","Almont",2015-07-24,2015,"rmbl",38.65622,-106.86203,4.8,1,205
"Lasioglossum semicaeruleum","F","Almont",2015-07-24,2015,"rmbl",38.65622,-106.86203,4.8,2,205
"Lasioglossum sedi","F","Almont",2015-07-24,2015,"rmbl",38.65622,-106.86203,4.8,2,205
"Lasioglossum occidentale","F","Almont",2015-07-24,2015,"rmbl",38.65622,-106.86203,4.8,2,205
"Melissodes lutulentus","M","Almont",2015-07-24,2015,"rmbl",38.65622,-106.86203,4.8,1,205
"Dianthidium heterulkei","F","Almont",2015-07-24,2015,"rmbl",38.65622,-106.86203,4.8,1,205
"Halictus tripartitus","F","Almont",2015-07-24,2015,"rmbl",38.65622,-106.86203,4.8,1,205
"Agapostemon texanus","F","Almont",2015-07-24,2015,"rmbl",38.65622,-106.86203,4.8,1,205
"Agapostemon texanus","F","Almont",2015-08-08,2015,"rmbl",38.65622,-106.86203,5.48333333333333,2,220
"Melissodes lutulentus","M","Almont",2015-08-08,2015,"rmbl",38.65622,-106.86203,5.48333333333333,3,220
"Calliopsis coloradensis","M","Almont",2015-08-08,2015,"rmbl",38.65622,-106.86203,5.48333333333333,1,220
"Lasioglossum prasinogaster","F","Almont",2015-08-08,2015,"rmbl",38.65622,-106.86203,5.48333333333333,5,220
"Lasioglossum semicaeruleum","F","Almont",2015-08-08,2015,"rmbl",38.65622,-106.86203,5.48333333333333,1,220
"Lasioglossum prasinogaster","M","Almont",2015-08-08,2015,"rmbl",38.65622,-106.86203,5.48333333333333,3,220
"Melissodes glenwoodensis","M","Almont",2015-08-08,2015,"rmbl",38.65622,-106.86203,5.48333333333333,1,220
"Lasioglossum egregium","M","Almont",2015-08-08,2015,"rmbl",38.65622,-106.86203,5.48333333333333,2,220
"Lasioglossum trizonatum","M","Almont",2015-08-08,2015,"rmbl",38.65622,-106.86203,5.48333333333333,3,220
"Lasioglossum sedi","F","Almont",2015-08-08,2015,"rmbl",38.65622,-106.86203,5.48333333333333,2,220
"Halictus tripartitus","F","Almont",2015-08-08,2015,"rmbl",38.65622,-106.86203,5.48333333333333,1,220
"Lasioglossum occidentale","F","Almont",2015-08-08,2015,"rmbl",38.65622,-106.86203,5.48333333333333,1,220
"Lasioglossum egregium","F","Almont",2015-08-08,2015,"rmbl",38.65622,-106.86203,5.48333333333333,1,220
"Agapostemon texanus","M","Almont",2015-08-08,2015,"rmbl",38.65622,-106.86203,5.48333333333333,2,220
"Lasioglossum ruidosense","M","Almont",2015-08-08,2015,"rmbl",38.65622,-106.86203,5.48333333333333,1,220
"Andrena prunorum","M","Almont",2016-05-04,2016,"rmbl",38.65622,-106.86203,5.96666666666667,1,125
"Lasioglossum trizonatum","F","Almont",2016-05-04,2016,"rmbl",38.65622,-106.86203,5.96666666666667,33,125
"Andrena lawrencei","M","Almont",2016-05-04,2016,"rmbl",38.65622,-106.86203,5.96666666666667,3,125
"Lasioglossum sisymbrii","F","Almont",2016-05-04,2016,"rmbl",38.65622,-106.86203,5.96666666666667,1,125
"Halictus tripartitus","F","Almont",2016-05-04,2016,"rmbl",38.65622,-106.86203,5.96666666666667,6,125
"Lasioglossum sedi","F","Almont",2016-05-04,2016,"rmbl",38.65622,-106.86203,5.96666666666667,23,125
"Lasioglossum ruidosense","F","Almont",2016-05-04,2016,"rmbl",38.65622,-106.86203,5.96666666666667,11,125
"Lasioglossum prasinogaster","F","Almont",2016-05-04,2016,"rmbl",38.65622,-106.86203,5.96666666666667,37,125
"Lasioglossum abundipunctum","F","Almont",2016-05-04,2016,"rmbl",38.65622,-106.86203,5.96666666666667,3,125
"Ceratina nanula","M","Almont",2016-05-04,2016,"rmbl",38.65622,-106.86203,5.96666666666667,6,125
"Eucera fulvitarsis","F","Almont",2016-05-04,2016,"rmbl",38.65622,-106.86203,5.96666666666667,1,125
"Eucera fulvitarsis","M","Almont",2016-05-04,2016,"rmbl",38.65622,-106.86203,5.96666666666667,6,125
"Andrena lawrencei","F","Almont",2016-05-04,2016,"rmbl",38.65622,-106.86203,5.96666666666667,1,125
"Agapostemon texanus","F","Almont",2016-05-04,2016,"rmbl",38.65622,-106.86203,5.96666666666667,2,125
"Andrena nigrocaerulea","F","Almont",2016-05-04,2016,"rmbl",38.65622,-106.86203,5.96666666666667,1,125
"Osmia californica","M","Almont",2016-05-04,2016,"rmbl",38.65622,-106.86203,5.96666666666667,1,125
"Andrena medionitens","F","Almont",2016-05-04,2016,"rmbl",38.65622,-106.86203,5.96666666666667,2,125
"Ceratina nanula","F","Almont",2016-05-04,2016,"rmbl",38.65622,-106.86203,5.96666666666667,1,125
"Lasioglossum trizonatum","F","Almont",2016-05-21,2016,"rmbl",38.65622,-106.86203,7.73333333333333,14,142
"Lasioglossum sedi","F","Almont",2016-05-21,2016,"rmbl",38.65622,-106.86203,7.73333333333333,26,142
"Lasioglossum prasinogaster","F","Almont",2016-05-21,2016,"rmbl",38.65622,-106.86203,7.73333333333333,20,142
"Osmia trevoris","M","Almont",2016-05-21,2016,"rmbl",38.65622,-106.86203,7.73333333333333,1,142
"Lasioglossum nigrum","F","Almont",2016-05-21,2016,"rmbl",38.65622,-106.86203,7.73333333333333,1,142
"Lasioglossum ruidosense","F","Almont",2016-05-21,2016,"rmbl",38.65622,-106.86203,7.73333333333333,3,142
"Lasioglossum ephialtum","F","Almont",2016-05-21,2016,"rmbl",38.65622,-106.86203,7.73333333333333,1,142
"Agapostemon texanus","F","Almont",2016-05-21,2016,"rmbl",38.65622,-106.86203,7.73333333333333,4,142
"Halictus tripartitus","F","Almont",2016-05-21,2016,"rmbl",38.65622,-106.86203,7.73333333333333,2,142
"Lasioglossum abundipunctum","F","Almont",2016-05-21,2016,"rmbl",38.65622,-106.86203,7.73333333333333,2,142
"Ceratina nanula","M","Almont",2016-05-21,2016,"rmbl",38.65622,-106.86203,7.73333333333333,4,142
"Lasioglossum cooleyi","F","Almont",2016-05-21,2016,"rmbl",38.65622,-106.86203,7.73333333333333,1,142
"Andrena nigrocaerulea","F","Almont",2016-05-21,2016,"rmbl",38.65622,-106.86203,7.73333333333333,1,142
"Ceratina neomexicana","M","Almont",2016-05-21,2016,"rmbl",38.65622,-106.86203,7.73333333333333,1,142
"Agapostemon texanus","F","Almont",2016-06-03,2016,"rmbl",38.65622,-106.86203,7.16666666666667,2,155
"Lasioglossum egregium","F","Almont",2016-06-03,2016,"rmbl",38.65622,-106.86203,7.16666666666667,1,155
"Lasioglossum trizonatum","F","Almont",2016-06-03,2016,"rmbl",38.65622,-106.86203,7.16666666666667,5,155
"Lasioglossum sedi","F","Almont",2016-06-03,2016,"rmbl",38.65622,-106.86203,7.16666666666667,22,155
"Lasioglossum prasinogaster","F","Almont",2016-06-03,2016,"rmbl",38.65622,-106.86203,7.16666666666667,10,155
"Lasioglossum abundipunctum","F","Almont",2016-06-03,2016,"rmbl",38.65622,-106.86203,7.16666666666667,4,155
"Ceratina nanula","F","Almont",2016-06-03,2016,"rmbl",38.65622,-106.86203,7.16666666666667,1,155
"Osmia bruneri","M","Almont",2016-06-03,2016,"rmbl",38.65622,-106.86203,7.16666666666667,1,155
"Halictus tripartitus","F","Almont",2016-06-03,2016,"rmbl",38.65622,-106.86203,7.16666666666667,3,155
"Hoplitis albifrons","M","Almont",2016-06-20,2016,"rmbl",38.65622,-106.86203,6.98333333333333,2,172
"Ceratina nanula","F","Almont",2016-06-20,2016,"rmbl",38.65622,-106.86203,6.98333333333333,29,172
"Osmia pusilla","M","Almont",2016-06-20,2016,"rmbl",38.65622,-106.86203,6.98333333333333,1,172
"Lasioglossum semicaeruleum","F","Almont",2016-06-20,2016,"rmbl",38.65622,-106.86203,6.98333333333333,5,172
"Lasioglossum sedi","F","Almont",2016-06-20,2016,"rmbl",38.65622,-106.86203,6.98333333333333,7,172
"Lasioglossum prasinogaster","F","Almont",2016-06-20,2016,"rmbl",38.65622,-106.86203,6.98333333333333,6,172
"Hoplitis producta","M","Almont",2016-06-20,2016,"rmbl",38.65622,-106.86203,6.98333333333333,1,172
"Halictus tripartitus","F","Almont",2016-06-20,2016,"rmbl",38.65622,-106.86203,6.98333333333333,1,172
"Ceratina neomexicana","F","Almont",2016-06-20,2016,"rmbl",38.65622,-106.86203,6.98333333333333,1,172
"Agapostemon texanus","F","Almont",2016-06-20,2016,"rmbl",38.65622,-106.86203,6.98333333333333,4,172
"Lasioglossum abundipunctum","F","Almont",2016-06-20,2016,"rmbl",38.65622,-106.86203,6.98333333333333,4,172
"Hoplitis producta","F","Almont",2016-06-20,2016,"rmbl",38.65622,-106.86203,6.98333333333333,1,172
"Melissodes tristis","F","Almont",2016-06-20,2016,"rmbl",38.65622,-106.86203,6.98333333333333,4,172
"Agapostemon texanus","F","Almont",2016-07-05,2016,"rmbl",38.65622,-106.86203,5.86666666666667,15,187
"Lasioglossum trizonatum","F","Almont",2016-07-05,2016,"rmbl",38.65622,-106.86203,5.86666666666667,2,187
"Lasioglossum sisymbrii","F","Almont",2016-07-05,2016,"rmbl",38.65622,-106.86203,5.86666666666667,1,187
"Lasioglossum cooleyi","F","Almont",2016-07-05,2016,"rmbl",38.65622,-106.86203,5.86666666666667,2,187
"Calliopsis teucrii","M","Almont",2016-07-05,2016,"rmbl",38.65622,-106.86203,5.86666666666667,3,187
"Lasioglossum semicaeruleum","F","Almont",2016-07-05,2016,"rmbl",38.65622,-106.86203,5.86666666666667,4,187
"Lasioglossum prasinogaster","F","Almont",2016-07-05,2016,"rmbl",38.65622,-106.86203,5.86666666666667,30,187
"Ceratina nanula","F","Almont",2016-07-05,2016,"rmbl",38.65622,-106.86203,5.86666666666667,5,187
"Lasioglossum sedi","F","Almont",2016-07-05,2016,"rmbl",38.65622,-106.86203,5.86666666666667,17,187
"Lasioglossum occidentale","F","Almont",2016-07-05,2016,"rmbl",38.65622,-106.86203,5.86666666666667,5,187
"Ceratina nanula","M","Almont",2016-07-05,2016,"rmbl",38.65622,-106.86203,5.86666666666667,4,187
"Lasioglossum ephialtum","F","Almont",2016-07-05,2016,"rmbl",38.65622,-106.86203,5.86666666666667,1,187
"Dianthidium heterulkei","M","Almont",2016-07-05,2016,"rmbl",38.65622,-106.86203,5.86666666666667,1,187
"Andrena medionitens","F","Almont",2016-07-05,2016,"rmbl",38.65622,-106.86203,5.86666666666667,1,187
"Calliopsis teucrii","F","Almont",2016-07-05,2016,"rmbl",38.65622,-106.86203,5.86666666666667,1,187
"Halictus tripartitus","F","Almont",2016-07-05,2016,"rmbl",38.65622,-106.86203,5.86666666666667,6,187
"Lasioglossum ruidosense","F","Almont",2016-07-05,2016,"rmbl",38.65622,-106.86203,5.86666666666667,3,187
"Ceratina neomexicana","F","Almont",2016-07-05,2016,"rmbl",38.65622,-106.86203,5.86666666666667,2,187
"Osmia longula","F","Almont",2016-07-05,2016,"rmbl",38.65622,-106.86203,5.86666666666667,1,187
"Melissodes tristis","F","Almont",2016-07-05,2016,"rmbl",38.65622,-106.86203,5.86666666666667,2,187
"Osmia vandykei","F","Almont",2016-07-05,2016,"rmbl",38.65622,-106.86203,5.86666666666667,1,187
"Lasioglossum egregium","F","Almont",2016-07-05,2016,"rmbl",38.65622,-106.86203,5.86666666666667,2,187
"Hoplitis albifrons","F","Almont",2016-07-05,2016,"rmbl",38.65622,-106.86203,5.86666666666667,2,187
"Hoplitis producta","F","Almont",2016-07-05,2016,"rmbl",38.65622,-106.86203,5.86666666666667,1,187
"Lasioglossum abundipunctum","F","Almont",2016-07-05,2016,"rmbl",38.65622,-106.86203,5.86666666666667,1,187
"Lasioglossum pavoninum","F","Almont",2016-07-05,2016,"rmbl",38.65622,-106.86203,5.86666666666667,2,187
"Melissodes lutulentus","M","Almont",2016-07-18,2016,"rmbl",38.65622,-106.86203,4.06666666666667,1,200
"Halictus tripartitus","F","Almont",2016-07-18,2016,"rmbl",38.65622,-106.86203,4.06666666666667,2,200
"Lasioglossum ruidosense","F","Almont",2016-07-18,2016,"rmbl",38.65622,-106.86203,4.06666666666667,4,200
"Lasioglossum sedi","F","Almont",2016-07-18,2016,"rmbl",38.65622,-106.86203,4.06666666666667,9,200
"Lasioglossum prasinogaster","F","Almont",2016-07-18,2016,"rmbl",38.65622,-106.86203,4.06666666666667,6,200
"Dianthidium heterulkei","F","Almont",2016-07-18,2016,"rmbl",38.65622,-106.86203,4.06666666666667,2,200
"Calliopsis coloradensis","F","Almont",2016-07-18,2016,"rmbl",38.65622,-106.86203,4.06666666666667,1,200
"Osmia bruneri","F","Almont",2016-07-18,2016,"rmbl",38.65622,-106.86203,4.06666666666667,1,200
"Lasioglossum abundipunctum","F","Almont",2016-07-18,2016,"rmbl",38.65622,-106.86203,4.06666666666667,1,200
"Lasioglossum occidentale","F","Almont",2016-07-18,2016,"rmbl",38.65622,-106.86203,4.06666666666667,2,200
"Anthophora montana","F","Almont",2016-08-01,2016,"rmbl",38.65622,-106.86203,5.28333333333333,1,214
"Dianthidium heterulkei","F","Almont",2016-08-01,2016,"rmbl",38.65622,-106.86203,5.28333333333333,2,214
"Lasioglossum semicaeruleum","F","Almont",2016-08-01,2016,"rmbl",38.65622,-106.86203,5.28333333333333,1,214
"Lasioglossum abundipunctum","F","Almont",2016-08-01,2016,"rmbl",38.65622,-106.86203,5.28333333333333,1,214
"Lasioglossum prasinogaster","F","Almont",2016-08-01,2016,"rmbl",38.65622,-106.86203,5.28333333333333,8,214
"Melissodes grindeliae","F","Almont",2016-08-01,2016,"rmbl",38.65622,-106.86203,5.28333333333333,1,214
"Agapostemon texanus","F","Almont",2016-08-01,2016,"rmbl",38.65622,-106.86203,5.28333333333333,1,214
"Agapostemon texanus","M","Almont",2016-08-01,2016,"rmbl",38.65622,-106.86203,5.28333333333333,6,214
"Lasioglossum nigrum","F","Almont",2016-08-01,2016,"rmbl",38.65622,-106.86203,5.28333333333333,1,214
